Unnamed: 0,bookId,title,author,series,description,genres,awards,characters,language,num_pages,num_ratings,num_reviews,avg_rating,year,series_name,series_vol
8614,8542,10 lb Penalty,Dick Francis,,"Benedict Juliard is an aspiring jockey who must bypass his dreams of horse racing to help his father, George, in his quest to enter the world of politics. At 18, the reserved Benedict is asked by his father to enter into a pact: Neither of the two will do anything that could somehow hinder or destroy George's blossoming political career. Young Benedict, who has no stronger ambition than to ride steeplechase as an amateur jockey, agrees to the pact, without possibly knowing what lies ahead.","Mystery,Fiction,Thriller,Crime,Mystery Thriller,Animals,Horses,European Literature,British Literature,Suspense,Detective,Sports",,Unknown,English,320.0,4635.0,276.0,3.91,2004,,
7400,7325,"10,000 Dreams Interpreted: A Dictionary of Dreams","Gustavus Hindman Miller,Nicola Ferguson",,"Gustavus Hindman Miller's groundbreaking masterwork, published nearly a century ago, remains the most compelling and thorough study of all the symbols that appear in our dreamscape. Updated, beautifully designed, and wonderfully easy to follow, it's an invaluable source of information, and key to understanding the unconscious impulses that guide us. Miller offers an enlightening introduction to dreams in history, dream types spiritual, mixed, and allegorical, and to prescient dreams that provide a privileged glimpse into the future. The visual symbols themselves, accompanied by an array of splendid color drawings, photographs, and boxed sidebars, are divided into elegantly logical categories, from the animal kingdom to rocks and minerals, body and soul to birth and death, food and drink to clothes and jewelry. Everything is extensively cross-referenced, making it easy to look up the thousands of dream elements and solve the mysteries buried deep in the unconscious.","Reference,Nonfiction,Psychology,Spirituality,New Age,Self Help,Occult,Divination,Anthologies,Collections,Dictionaries",,Unknown,English,576.0,602.0,52.0,3.33,1995,,
580,581,100 Albums That Changed Music: And 500 Songs You Need to Hear,Sean Egan,,"Which hundred albums have had the biggest impact on music in their time? Which of them have really changed things? And what, if you haven't heard them already are the 500 songs that you simply have to hear? Immediately, a hundred lists will form in a hundred minds, but here you'll find incisive, expert commentary from an array of expert music writers on the stand-out albums by the bands and performers who really turned things on their head: from Bob Dylan to the Sex Pistols, and from Marvin Gaye to Dr Dre. What exactly was the alchemy that the Beatles produced which so profoundly altered popular music in the 60s? How should we understand the impact and lasting significance of albums like Grievous Angel, Never Mind the Bollocks, The Freewheelin' Bob Dylan, and The Rise and Fall of Ziggy Stardust and the Spiders from Mars?","Music,Nonfiction",,Unknown,English,319.0,33.0,6.0,3.55,2006,,
387,387,100 Bullshit Jobs...And How to Get Them,Stanley Bing,,"From bestselling author and business guru Stanley Bing comes an indispensable guide for the contemporary working person—specifically, a worker who is ambitious, greedy, and lazy. In his helpful, witty, straight-shooting style, Bing, who based his entire career and several bestselling books on his own very special brand of bullshit, guides the reader through a plethora of bullshit jobs that pay well and demand very little knowledge or effort.,Walmart greeters, executive headhunters, aromatherapists: The people lucky enough to have secured this type of bullshit employment are everywhere, in virtually every field—from ayurvedic healing to zoo management. Bing’s handy reference explains the myriad benefits of such bullshit ways to earn a living, and details steps readers should take to land a bullshit job of their own.","Business,Nonfiction,Humor",,Unknown,English,320.0,177.0,24.0,3.18,2006,,
9533,9436,100 Essential Modern Poems,Joseph Parisi,,"Inspired and inspirational, worldly wise, deeply felt, and often delightfully funny-here in one compact volume are 100 of the greatest poems written in English over the last century, memorable masterpieces that everyone should know and enjoy. Selected and introduced by Joseph Parisi, former longtime editor of Poetry magazine, this brilliant collection brings together the greatest poems by all the classic authors, along with the choicest works by today's most accomplished artists in America and abroad. From W. H. Auden and T. S. Eliot to John Ashbery and A. R. Ammons; Elizabeth Bishop and Marianne Moore to Sylvia Plath and Mary Oliver; Robert Frost and W. B. Yeats to Allen Ginsberg and Thom Gunn, this comprehensive anthology features the poems that have best expressed the spirit of our times and helped create modern culture. In addition to such ground-breaking works as \The Love Song of J. Alfred Prufrock\ and \Howl,\ Mr. Parisi has included the incisive social satire and whimsical wordplay of such wits as Dorothy Parker, Ogden Nash, and Frank O'Hara. Among contemporary poets in the book are Seamus Heaney, Jane Kenyon, Rita Dove, Sharon Olds, Paul Muldoon, Adrienne Rich, and the redoubtable Billy Collins, all of whom have already achieved wide popular acclaim for poems that speak compellingly about modern life and the perennial concerns of the human heart. Mr. Parisi provides a general introduction to the book and introduces each poem with a brief biographical and critical note. For anyone who wishes to discover or to re-experience the most important and vital poems of our time, 100 Essential Modern Poems is, quite simply, indispensable.",Poetry,,Unknown,English,305.0,109.0,16.0,3.8,2005,,
9245,9145,100 Lessons in Classical Ballet: The Eight-Year Program of Leningrad's Vaganova Choreographic School,"Vera S. Kostrovitskaya,Brian Briansky,Oleg Briansky",,"The complete 8-year curriculum of Leningrad's famed Vaganova Choreographic School, which trained Nureyev, Baryshnikov, and Makarova, including over 100 photographs. A volume which no teacher, scholar, or student of the dance can afford to miss. \A serious, indeed indispensable, textbook.\ -Clive Barnes","Reference,Nonfiction",,Unknown,English,400.0,105.0,1.0,4.38,2004,,
5935,5933,100 Love Sonnets,"Pablo Neruda,Stephen Tapscott",,"Against the backdrop of Isla Negra - the sea and wind, the white sand with its scattering of delicate wild flowers, the hot sun and salty smells of the Pacific - the poet sets the poems in celebration of his love. The subject of that love is Matilde Urrutia de Neruda, the poet's 'beloved wife'.","Poetry,Classics,Romance,European Literature,Spanish Literature,Cultural,Latin American,Literature,Nonfiction,Love,20th Century,Latin American Literature",,Unknown,English,222.0,15161.0,627.0,4.39,1986,,
313,313,100 Years of Lynchings,Ralph Ginzburg,,Ginzburg compiles vivid newspaper accounts from 1886 to 1960 to provide insight and understanding of the history of racial violence.,"History,Race,Nonfiction,Cultural,African American,North American Hi...,American History",,Unknown,English,270.0,130.0,8.0,4.58,1996,,
581,582,1000 Families,Uwe Ommer,,"Photographer Uwe Ommer shares with us his four-year project, a Family Album of Planet Earth. Overwhelming in its magnitude, this project is truly extraordinary.",Unknown,,Unknown,English,576.0,17.0,2.0,4.0,2002,,
10725,10633,1001 Events That Made America,Alan Axelrod,,A highly readable chronologyÃ–one of those rare books that readers will enjoy having close at hand.\ -Tulsa World,"History,Nonfiction",,Unknown,English,288.0,35.0,8.0,3.43,2007,,
9129,9029,101 People You Won't Meet in Heaven: The Twisted Achievements of the Most Brutal and Sadistic Individuals the World has Ever Known,Michael Powell,,Unknown,"Crime,True Crime,Nonfiction,History,Psychology,Mystery,Horror",,Unknown,English,256.0,137.0,21.0,3.91,2007,,
1152,1154,101 Reasons to Own the World's Greatest Investment: Warren Buffett's Berkshire Hathaway,Robert P. Miles,,"Berkshire-Hathaway hatte trotz des st�ndigen Rauf und Runter am Aktienmarkt in den letzten 10 Jahren kontinuierlich hohe Ertr�ge und Gewinne zu verzeichnen. 101 Reasons to Own The World's Greatest Investment ist eine Analyse von Berkshire-Hathaways Investmentstrategie. Dieses Buch hat eine inoffizielle Empfehlung von Warren Buffett pers�nlich erhalten. Es untersucht, wie Berkshire-Hathaway geleitet wird, und warum es f�r viele Anleger die ideale Geldanlage ist. Mit Ausz�gen aus Reden und Jahresabschl�ssen von Warren Buffett sowie Informationen zu Berkshire-Hathaways Aktienperformance. Klar, verst�ndlich, pr�gnant und unterhaltsam erl�utert Robert Miles, warum Berkshire-Hathaway eine so bemerkenswerte Investition ist - Gr�nde, auf die Investoren bei jedem Unternehmen achten sollten, in das sie investieren wollen. Dar�ber hinaus diskutiert der Autor eine breite Themenpalette, angefangen bei der Investitionsauswahl �ber die Unternehmensf�hrung, die Jahreshauptversammlung und die Aktienperformance, usw., usw.,,","Economics,Finance",,Unknown,English,270.0,31.0,0.0,3.65,2003,,
9256,9156,"101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets, Old and New","George Balanchine,Francis Mason",,"Authored by one of the ballet's most respected experts, this volume includes scene-by-scene retellings of the most popular classic and contemporary ballets, as performed by the world's leading dance companies. Certain to delight long-time fans as well as those just discovering the beauty and drama of ballet.","Nonfiction,Reference,Art,Music,Classics,Literature",,Unknown,English,560.0,211.0,11.0,4.02,1975,,
1021,1023,101 Ways to Massively Increase the Value of Your Real Estate without Spending Much Money,Dolf de Roos,,"This book provides simple, effective strategies for increasing the value of your real estate holdings-without spending significant amounts of money in the process. You will learn how to make a positive and lasting first impression and how to improve the rental value, rentability, market value, sales price, selling time and equity of your real estate properties.",Unknown,,Unknown,Unknown,96.0,44.0,5.0,3.93,2002,,
9944,9848,11 Practice Tests for the SAT and PSAT,Princeton Review,,"The best way to prepare for standardized tests is to practice, and this resource offers you 11 prime opportunities to do just that! \11 Practice Tests for the SAT and PSAT \includes,-10 practice SATs and 1 practice PSAT,-Detailed answer explanations for every question,-Online score reports that allow you to discover your strengths and weaknesses on each test,-An insider's guide to what ETS says is on the test and what they really mean,-Access to optional online essay grading",Unknown,,Unknown,English,924.0,40.0,2.0,3.93,2006,,
1256,1258,120 Studies for Right Hand Development,"Mauro Giuliani,Paul Brelinsky",,These studies constitute an irreplaceable part of the standard study material for classical guitar. They are designed to aid in maximum development of right-hand technique.,Music,,Unknown,English,20.0,24.0,1.0,4.46,1983,,
17099,17020,13 Little Blue Envelopes,Maureen Johnson,Little Blue Envelopes #1,"Inside little blue envelope 1 are $1,000 and instructions to buy a plane ticket.,In envelope 2 are directions to a specific London flat.,The note in envelope 3 tells Ginny: Find a starving artist.,Because of envelope 4, Ginny and a playwright/thief/ bloke about town called Keith go to Scotland together, with somewhat disastrous though utterly romantic results. But will she ever see him again?,Everything about Ginny will change this summer, and it's all because of the 13 little blue envelopes.,Ages 12+\","Young Adult,Contemporary,Romance,Fiction,Travel,Womens Fiction,Chick Lit,Realistic Fiction,Teen,Adventure,Young Adult Contemporary",Lincoln Award Nominee 2008,"Virginia Blackstone Ginny,Margaret Banister Aunt Peg,Richard Murphy,Keith Dobson",English,322.0,80588.0,5000.0,3.63,2010,Little Blue Envelopes,1
4814,4814,1421 THE YEAR CHINA DISCOVERED AMERICA,Gavin Menzies,,World History.,"History,Nonfiction,Cultural,China,Asia,Historical,World History,Travel,North American Hi...,American History,Science,Geography",,Unknown,English,552.0,13502.0,1097.0,3.6,2002,,
4815,4815,"1421, El Año en Que China Descubrió el Mundo","Gavin Menzies,Francisco J. Ramos Mena",,"El autor -miembro de la Royal Geographical Society- ha estudiado los acontecimientos que tuvieron lugar en China en el año 1421. En ese año, Zheng He dirigió una gran expedición por los mares del mundo. Los mapas que los expertos cartórgrafos elaboraron durante el viaje fueron usados, setenta años después, para el descubrim","History,Nonfiction,Cultural,China,Asia,Historical,World History,Travel,North American Hi...,American History,Science,Geography",,Unknown,English,603.0,13502.0,1097.0,3.6,2006,,
4818,4818,"1421, El año que China descubrio el mundo",Gavin Menzies,,"According to Gavin Menzies, New World discovery began before Christopher Columbus was even born. Menzies, a former submarine commander and a full-time amateur historian, has constructed a persuasive case that Chinese exploration reached deeply into the Western Hemisphere and began more than 70 years before 1492. Described by colleagues as \a brilliant maverick,\ the author contends that the fleet of the eunuch admiral Zheng He circumnavigated the world a full century before Ferdinand Magellan.","History,Nonfiction,Cultural,China,Asia,Historical,World History,Travel,North American Hi...,American History,Science,Geography",,Unknown,English,560.0,13502.0,1097.0,3.6,2003,,
4813,4813,1421: The Year China Discovered America,Gavin Menzies,,"On 3/8/1421, the largest fleet the world had ever seen set sail from China. Its mission was \to proceed all the way to the ends of the earth to collect tribute from the barbarians beyond the seas\ & unite the whole world in Confucian harmony. When it returned in 10/1423, the emperor had fallen, leaving China in political & economic chaos. The great ships were left to rot at their moorings. Most records of their journeys were destroyed. Lost in China's long, self-imposed isolation that followed was the knowledge that Chinese ships had reached America 70 years before Columbus & had circumnavigated the globe a century before Magellan. Also concealed was how the Chinese colonized America before the Europeans & transplanted in America & other countries the principal economic crops that have fed & clothed the world.,Unveiling incontrovertible evidence of these astonishing voyages, \1421\ rewrites our understanding of history. Our knowledge of world exploration as it's been commonly accepted for centuries must now be reconceived due to this landmark work of historical investigation.","History,Nonfiction,Cultural,China,Asia,Historical,World History,Travel,North American Hi...,American History,Science,Geography",,Unknown,English,650.0,13502.0,1097.0,3.6,2004,,
18928,18859,16 Lighthouse Road,Debbie Macomber,Cedar Cove #1,"16 Lighthouse Road by Debbie Macomber released on May 31, 2005 is available now for purchase.","Romance,Fiction,Womens Fiction,Chick Lit,Contemporary,Contemporary Romance,Adult,Audiobook,Adult Fiction,Family",,"Jack Griffin,Olivia Lockhart,Grace Sherman,Cecilia Randall,Ian Randall,Charlotte Jefferson,Justine Lockhart,Seth Gunderson",English,376.0,21777.0,1332.0,4.08,2005,Cedar Cove,1
17046,16967,1632,Eric Flint,Ring of Fire Main Line Novels #1,"FREEDOM AND JUSTICE -- AMERICAN STYLE 1632 And in northern Germany things couldn't get much worse. Famine. Disease. Religous war laying waste the cities. Only the aristocrats remained relatively unscathed; for the peasants, death was a mercy. 2000 Things are going OK in Grantville, West Virginia, and everybody attending the wedding of Mike Stearn's sister including the entire local chapter of the United Mine Workers of America, which Mike leads is having a good time. THEN, EVERYTHING CHANGED.... When the dust settles, Mike leads a group of armed miners to find out what happened and finds the road into town is cut, as with a sword. On the other side, a scene out of Hell: a man nailed to a farmhouse door, his wife and daughter attacked by men in steel vests. Faced with this, Mike and his friends don't have to ask who to shoot. At that moment Freedom and Justice, American style, are introduced to the middle of the Thirty Years' War.","Science Fiction,Alternate History,Fiction,Time Travel,Fantasy,Historical,Historical Fiction,War,Science Fiction Fantasy,Military Fiction",,"Frank Jackson,Mike Stearns,Gustavus Adolphus of Sweden,Gretchen Richter,Hans  Richter,Melissa Mailey,James Nichols,Rebecca Abrananel,Tom Simpson,Jeff Higgins,Eddie Cantrell,Julie Mackay,Larry Wild,Jimmy Andersen,Rita Stearns Simpson,John Simpson",English,597.0,11346.0,826.0,4.04,2006,Ring of Fire Main Line Novels,1
5584,5582,1776,David McCullough,,"David McCullough tells the intensely human story of those who marched with General George Washington in the year of the Declaration of Independence, when the whole American cause was riding on their success, without which all hope for independence would have been dashed and the noble ideals of the Declaration would have amounted to little more than words on paper.,Based on extensive research in both American and British archives, 1776 is the story of Americans in the ranks, men of every shape, size, and color, farmers, schoolteachers, shoemakers, no-accounts, and mere boys turned soldiers. And it is the story of the British commander, William Howe, and his highly disciplined redcoats, who looked on their rebel foes with contempt and fought with a valor too little known. But it is the American commander-in-chief who stands foremost: Washington, who had never before led an army in battle.,The darkest hours of that tumultuous year were as dark as any Americans have known. Especially in our own tumultuous time, 1776 is powerful testimony to how much is owed to a rare few in that brave founding epoch, and what a miracle it was that things turned out as they did.,Written as a companion work to his celebrated biography of John Adams, David McCullough's 1776 is another landmark in the literature of American history.","History,Nonfiction,North American Hi...,American History,Historical,Military History,American Revolution,War,Audiobook,American Revolutionary War,Politics,Military Fiction",American Compass Best Book 2005,"John Adams,Benjamin Franklin,George III of the United Kingdom,Rufus Putnam,George Washington,Thomas Jefferson",English,386.0,197268.0,7408.0,4.06,2005,,
10483,10391,18th Century Embroidery Techniques,Gail Marsh,,"For the wealthy, the 18th century was a period of decadent splendour, and their clothing was no exception - sumptuous fabrics were embellished with lavish, ornate embroidery. In this book, Gail Marsh looks at some of the techniques and tools that embroiderers of the day used to create their stunning items of clothing.","Couture,Fashion,Nonfiction,Art,Crafts,History,Literature,18th Century,Reference,Sewing,Design",,Unknown,English,192.0,112.0,12.0,4.26,2006,,
17374,17297,1912 Manuscript on the Special Theory of Relativity,"Albert Einstein,Hanoch Gutfreund",,"This volume presents Albert Einstein's 1912 manuscript on the special theory of the relativity, one of the most revolutionary and influential scientific documents of the twentieth century.","Science,Physics",,Unknown,English,174.0,19.0,2.0,4.47,2004,,
7128,7104,1919,"John Dos Passos,E.L. Doctorow",The U.S.A. Trilogy #2,"With 1919, the second volume of his U.S.A. trilogy, John Dos Passos continues his \vigorous and sweeping panorama of twentieth-century America\ Forum, lauded on publication of the first volume not only for its scope, but also for its groundbreaking style. Again, employing a host of experimental devices that would inspire a whole new generation of writers to follow, Dos Passos captures the many textures, flavors, and background noises of modern life with a cinematic touch and unparalleled nerve.,1919 opens to find America and the world at war, and Dos Passos's characters, many of whom we met in the first volume, are thrown into the snarl. We follow the daughter of a Chicago minister, a wide-eyed Texas girl, a young poet, a radical Jew, and we glimpse Woodrow Wilson, Theodore Roosevelt, and the Unknown Soldier.","Fiction,Classics,Historical,Historical Fiction,Literature,American,Novels,Literary Fiction,War,20th Century,The United States Of America",,Unknown,English,400.0,2591.0,186.0,3.98,2000,The U.S.A. Trilogy,2
4163,4169,"1939, the Last Season of Peace",Angela Lambert,,"First published in 1989, this is an account of the oldest of traditions. It was called the London Season, and for three centuries it had been a time of fashionable suppers and brilliant balls that introduced England's most aristocratic and eligible girls to society. Though by 1939 the stately gavottes and minuets had long since given way to waltzes and fox-trots, the cream of young womanhood still curtsied low before the Queen and then went out to dance the night away with the young men they would one day marry.But the Season of 1939 was different: it was to be the last. And like many a finale, it lives on in memory as a lovely, enchanted dream, all the more beautiful for the horror and destruction that would follow so soon.Based on a wealth of first-hand reminiscences, press clippings, and memorabilia, \ 1939: The Last Season of Peace\ is a fascinating portrait of this fairy tale about to end. It captures the end of an era as it recreates a world whose inhabitants still believed in empire and tradition. It is a vivid picture of a generation suspended in a brief moment of sunlit summer glory, before the gathering storm of World War II swept it all away.","History,Nonfiction",,Unknown,English,235.0,64.0,10.0,3.83,1989,,
9455,9358,1939: Baseball's Tipping Point,"Talmage Boston,John Grisham",,"Baseball has never had a more important year than 1939, when events and people came together to reshape the game like never before. The author explains why that special year proved to be absolutely pivotal for our national pastime and its greatest heroes, as baseball's golden age met its modern era. Every chapter stands alone as a separate vignette, yet all intertwine to convey baseball's magic. Expert commentary, eyewitness reports, and candid facts uncovered through years of research illustrate how the role models of 1939 have stood the test of time as authentic heroes. Gehrig, DiMaggio, Williams, Feller, and Paige stand tall as men of remarkable achievement on the field, while events off the field-the grand opening of the Baseball Hall of Fame, the debut of baseball on television, and the formation of Little League Baseball-solidify 1939's landmark stature in history.","Sports,Baseball",,Unknown,English,288.0,22.0,2.0,4.09,2005,,
